49374 143730
34795 37837 116
34795 48711 739
34796 37836 40
34796 37839 64
34796 37845 315
34796 47851 53
34797 37838 37
34797 37839 113
34797 1460 154
34798 34799 275
34798 35022 271
34798 1084 253
34799 34798 275
34799 34800 220
34799 617 78
34800 34799 220
34800 36497 66
34800 1459 390
34801 1084 247
34801 45732 75
34801 37840 384
34802 37841 139
34802 37844 35
34802 47712 26
39429 10936 70
39430 12285 66
39431 12735 394
39431 47476 12
39431 47478 43
39431 47480 7
39432 12735 570
39432 35041 114
39432 35377 16
39432 46127 93
39433 19005 81
39433 1025 266
39433 48692 7
39434 15732 161
39434 31346 327
39434 34818 91
39435 34789 43
39435 44340 13
39435 37832 32
39435 48060 107
39436 13604 279
39436 24138 92
39436 39437 33
39437 13603 259
39437 24138 74
39437 39436 33
39438 12803 541
39438 12804 159
39438 19890 482
39438 39439 54
39439 19600 154
39439 39438 54
39439 47120 61
39440 39441 132
39441 9543 204
39441 39440 132
39441 39442 97
39442 9543 241
39442 39441 97
39442 39443 107
39443 39442 107
39443 39583 35
39443 46883 76
39444 14517 132
39444 18977 76
39444 48781 81
39445 16053 202
39445 32904 99
39445 39090 134
39446 28481 188
39447 1937 192
39447 22763 423
39447 26776 127
39448 39449 68
39448 46694 56
39448 46695 73
39449 39448 68
39449 46696 93
39449 46697 21
39450 2193 178
39451 22248 23
39451 22249 313
39451 29211 330
39452 2569 25
39452 2574 113
39452 20329 254
39453 1993 258
39453 12379 30
39453 44699 46
39454 29261 69
39454 39455 73
39454 39089 160
39455 13579 119
39455 29261 46
39455 39454 73
30 39711 97
30 40379 195
30 343 98
31 33 154
31 39897 57
31 40369 98
31 37304 122
32 39893 310
32 39897 146
32 35369 49
33 31 154
33 40371 99
33 580 106
34 40372 97
34 40378 101
34 580 161
34 1252 167
35 301 213
35 538 83
35 539 23
36 42314 58
36 45695 371
36 38188 263
36 47372 246
37 42321 108
37 42467 545
37 911 326
39456 31453 77
39456 46810 19
39456 46811 21
39457 30164 41
39458 3069 178
39459 22480 182
39460 34993 26
39460 36803 46
39460 46098 40
39461 13797 448
39461 48259 103
39461 48260 103
38 102 197
38 40625 89
38 37763 84
38 47750 96
38 1847 37
39462 39463 66
39462 39470 187
39462 47629 17
39463 9803 26
39463 39462 66
39463 48129 148
39464 3706 187
39464 29459 26
39464 39466 99
39464 39472 102
39465 29458 27
39465 33137 113
39465 39467 206
39465 39472 96
39466 3707 186
39466 39464 99
39466 47623 102
39467 2632 23
39467 2633 116
39467 39465 206
39467 39468 251
39468 9739 27
39468 9740 113
39468 39467 251
39468 39469 204
39469 29457 27
39469 33136 113
39469 39468 204
39469 48129 159
39470 39462 187
39470 39471 248
39470 38282 27
39471 39470 248
39471 1640 171
39472 3705 189
39472 39464 102
39472 39465 96
39 40602 135
39 40603 134
39 40604 176
39 40623 199
40 154 40
40 40611 257
40 487 50
41 206 23
41 42415 233
41 377 150
41 47862 141
42 43 135
42 43498 143
42 47862 143
42 48267 65
43 42 135
43 127 11
43 396 65
43 564 142
44 136 71
44 390 177
44 38747 90
45 459 1169
45 670 745
45 743 418
46 30980 255
46 189 319
46 218 116
46 1247 74
46 35711 318
47 339 119
47 724 302
47 1427 118
48 72 364
48 1778 123
48 1780 123
48 1823 173
39473 4451 58
39473 34863 57
39473 1194 57
49 7027 315
49 7838 233
49 23084 44
49 1336 24
50 7836 97
50 9576 173
50 34847 96
50 43833 52
51 52 418
51 1009 308
51 1035 41
51 1369 15
52 7830 243
52 13482 34
52 51 418
52 1368 15
53 7830 106
53 13477 94
53 38066 109
54 2318 118
54 8848 199
54 1041 254
55 34543 198
55 338 124
55 362 124
55 1427 198
56 64 117
56 42359 105
56 43387 122
56 38278 87
57 122 146
57 47795 176
58 4855 110
58 42458 175
58 1278 141
59 26365 18
59 178 240
59 507 101
60 361 108
60 37664 50
60 37665 174
61 43714 79
61 485 138
61 679 551
61 939 171
62 18467 156
62 680 17
62 819 68
63 517 65
63 818 92
63 37700 211
64 56 117
64 43385 121
64 512 127
64 513 114
65 134 1188
65 44812 120
65 1015 134
66 12156 120
66 36757 59
66 36758 59
66 36762 15
66 38375 75
67 7119 111
67 17189 193
67 444 64
68 5920 37
68 34988 41
68 762 216
69 2003 90
69 27390 143
69 31648 125
69 691 301
70 10775 71
70 15672 30
70 15673 67
70 45610 153
71 30684 57
71 39731 236
71 43297 88
71 35794 193
72 48 364
72 43023 58
72 43028 176
72 45714 324
73 8449 138
73 43026 122
73 37142 379
73 38885 51
74 129 50
74 44518 234
74 45320 287
75 12357 132
75 42805 354
75 44518 251
75 35269 214
76 44520 518
76 35273 136
76 1362 636
77 43657 98
77 1363 197
77 1831 287
78 219 117
78 575 126
78 1830 172
78 39015 138
79 43023 329
79 35271 200
79 1783 324
80 40142 556
80 36232 1167
80 37664 156
81 82 142
81 526 130
81 527 134
82 81 142
82 515 27
83 15 100
83 19 101
83 43382 201
83 571 200
84 25120 104
84 43379 88
84 400 124
84 404 102
85 40614 273
85 237 52
85 488 107
85 47301 287
86 22 149
86 40350 156
86 40617 118
87 23 134
87 39752 222
87 40302 151
87 40457 105
88 40353 112
88 40356 118
88 40360 153
89 23 88
89 40453 101
89 40467 170
90 40387 217
90 40396 43
90 299 96
90 48857 127
91 30980 26
91 726 47
91 1314 149
92 30977 79
92 726 84
92 35711 206
39474 46415 88
39475 14250 133
39475 22272 128
39475 39477 165
39476 39477 31
39477 22272 163
39477 39475 165
39477 39476 31
39478 39479 69
39479 6661 71
39479 22272 78
39479 39478 69
93 36284 391
93 47030 2111
94 35366 620
94 35896 632
94 39017 359
39480 20918 37
39480 44620 35
39480 35065 55
39481 25848 172
39482 13855 212
39483 11926 281
39484 8858 308
39484 12532 290
39484 15754 21
95 27352 111
95 37924 440
95 1682 121
96 27352 188
96 97 120
96 141 198
96 1031 119
97 96 120
97 140 119
97 203 198
97 1311 250
98 11690 19
98 39150 40
98 1123 185
98 49056 36
99 1866 308
99 199 962
99 1271 54
99 48853 60
100 41515 66
100 43059 59
100 36945 86
100 38268 153
100 48991 88
101 39347 437
101 42368 94
101 1043 80
102 38 197
102 42368 228
102 464 121
102 465 109
102 1105 187
39485 5936 21
39485 48025 50
103 16738 98
103 42328 74
103 1277 271
103 1283 26
39486 14150 176
39486 25460 99
39486 29577 70
39487 2530 35
39488 16646 29
39489 39490 225
39490 6686 238
39490 14008 160
39490 39489 225
104 44535 58
104 35265 548
104 45320 228
104 36842 488
104 46764 180
105 4313 132
105 4314 118
105 16790 99
105 32504 395
106 44387 34
106 37140 40
106 1452 91
106 38317 28
107 35195 237
39491 3595 151
39491 25134 51
39491 39493 188
39492 17527 256
39492 39493 103
39492 39495 103
39493 39491 188
39493 39492 103
39493 39494 83
39494 39493 83
39495 39492 103
108 44285 50
108 37932 57
108 37934 21
108 37935 43
39496 13555 63
39496 21034 14
39496 45057 30
39497 48456 49
39497 48926 77
34803 30263 59
34803 30264 36
34803 31096 88
34804 29773 228
34804 30112 685
34804 32404 379
34805 10288 85
34806 33471 101
34807 10289 85
34808 21211 36
34808 21212 68
34808 33462 92
34809 3915 831
34809 7212 61
34809 44588 341
34809 47400 105
34810 7163 93
34810 20088 30
34810 117 283
39498 31545 472
39498 39499 12
39498 39500 223
39498 1393 439
39499 39498 12
39499 39501 223
39499 1393 440
39499 1412 367
39500 39498 223
39500 39501 11
39500 39503 401
39500 365 423
39501 39499 223
39501 39500 11
39501 39502 401
39501 48927 369
39501 48928 369
39502 39501 401
39502 39503 12
39502 48456 242
39502 48516 155
39503 29773 422
39503 39500 401
39503 39502 12
39503 41861 114
39504 39505 304
39504 48515 33
39504 48516 33
39505 25670 119
39505 39504 304
39505 46197 32
39506 26364 193
39507 17721 26
39507 39508 36
39507 48490 160
39508 17721 21
39508 17722 368
39508 20354 36
39508 39507 36
34811 2291 83
34811 2292 17
34811 19569 68
39509 15608 53
39509 16107 103
39509 39510 8
39510 49260 9
39510 39509 8
39510 46765 75
39511 48253 456
39512 16074 162
39512 24183 95
39512 27672 46
39513 39514 178
39514 23901 33
39514 31209 53
39514 39513 178
39515 2108 132
39516 2109 68
39517 25744 167
39518 15086 39
39519 15236 52
39520 15633 165
39521 8836 140
39521 8837 108
39521 44496 9
39522 32524 325
39523 10633 36
39523 20423 30
39523 30160 20
39524 7913 534
39525 15866 232
34812 44588 526
34812 44589 160
34812 1410 22
34812 48888 868
39526 45274 1
39526 38904 93
39527 8835 20
39527 38891 78
39527 38920 278
39528 25529 367
39529 26284 112
39529 26285 205
39529 1179 43
39529 38773 353
34813 23771 83
34813 29587 15
34813 32151 224
34814 22954 68
34814 22955 31
34814 31601 100
39530 3743 41
39530 9713 202
39530 19943 117
39530 31510 212
34815 49205 622
34815 28269 21
34815 35729 23
34815 48888 818
34816 4972 88
34816 17137 18
34816 37373 225
39531 10211 88
39532 17245 161
39533 6026 19
39533 15896 174
39533 39534 10
39533 43459 492
39534 6026 19
39534 39228 389
39534 34787 126
39534 39533 10
109 42369 12
109 44357 16
109 48137 15
109 48138 13
39535 45236 18
39536 7950 708
39536 12829 70
39536 48551 154
39537 30641 36
39537 34340 228
39537 38934 80
39538 20697 53
39539 27327 391
39540 16813 269
39540 39543 18
39540 37786 610
39541 20792 106
39542 20874 70
39543 24903 349
39543 39540 18
39543 38970 306
39544 39545 84
39545 30741 44
39545 33554 110
39545 39544 84
39546 2131 32
110 39737 428
110 39897 288
110 35370 656
111 42425 6
111 669 136
111 1242 69
111 37701 128
112 39655 202
112 39976 119
112 39981 50
112 40421 107
39547 8035 32
39547 39548 47
39547 38477 94
39548 39547 47
39548 37856 46
39548 37956 48
39549 37959 177
39550 1875 590
39551 39552 59
39552 28296 173
39552 28297 112
39552 39551 59
39553 21944 18
39553 37730 134
39553 38776 405
39554 39555 49
39555 30641 494
39555 39554 49
39555 38937 94
39556 39557 184
39557 39556 184
39557 37729 74
39557 38951 714
39558 20792 155
39558 30316 626
39558 46418 226
113 42803 221
113 46762 14
113 46763 37
113 46764 44
114 9091 97
114 1209 247
114 36248 84
114 1375 274
115 26307 401
115 35916 102
115 35918 201
115 47994 6
116 1959 125
116 5067 181
116 37784 388
39559 36424 305
39559 46243 157
39559 46245 136
39560 35255 374
39560 35257 361
39560 35876 616
39561 36396 249
39561 36425 67
39561 39012 57
39562 2036 467
39562 36397 887
39562 36429 821
39563 2240 100
39563 44027 173
117 7134 136
117 9006 179
117 20089 509
117 34810 283
118 7136 119
118 20092 199
118 20093 403
118 1329 100
119 22956 99
119 22957 207
119 26582 103
119 28485 197
39564 14839 154
39564 39565 131
39564 48922 33
39565 10358 115
39565 39564 131
39565 48921 34
39566 10977 359
39566 14216 60
39566 39567 321
39567 39566 321
39568 26807 11
39568 29022 392
39568 31287 88
39569 32813 125
39570 32827 17
39571 19745 178
39571 39572 158
39572 19746 18
39572 39571 158
39573 19746 15
39573 19747 265
39573 39574 92
39573 47365 345
39574 34054 369
39574 39573 92
39574 39575 93
39575 28489 362
39575 39574 93
39575 39576 93
39576 19747 20
39576 34055 356
39576 39575 93
39577 19748 54
39577 19749 65
39577 39578 174
39578 39577 174
39579 39580 259
39580 19737 24
39580 39579 259
39580 39581 67
39581 39580 67
39582 12227 44
39583 39443 35
39584 46883 53
120 11396 235
120 43412 8
120 48471 82
121 42996 408
121 36178 81
121 36179 499
121 36180 292
122 16337 50
122 57 146
122 46936 102
39585 13177 100
39585 24145 201
39585 32144 198
39585 39586 101
39586 27600 200
39586 39585 101
39586 39587 100
39586 37260 201
39587 30805 200
39587 39586 100
39587 37162 101
39587 37259 202
123 124 143
123 125 137
123 376 87
123 408 94
124 123 143
124 126 137
124 222 142
124 563 284
125 123 137
125 126 142
125 40606 92
125 206 120
126 124 137
126 125 142
126 127 142
126 564 11
127 43 11
127 126 142
127 222 137
127 395 142
39588 3193 65
39588 11343 102
39588 11344 30
128 4495 84
128 9873 157
128 19828 93
129 74 50
129 130 243
129 44098 236
130 129 243
130 576 219
130 45320 106
131 39874 204
131 39879 206
131 44732 833
132 6799 108
132 32075 202
132 33870 66
133 40138 59
133 40139 36
133 43494 48
134 65 1188
134 40138 60
134 37700 269
39589 19941 88
39590 26328 31
39590 26329 56
39590 29686 70
34817 1196 50
34817 1197 45
39591 10086 182
39591 28262 17
39591 37892 266
39592 1944 368
39592 39593 28
39592 39594 26
39593 17882 47
39593 39592 28
39593 39594 26
39594 39592 26
39594 39593 26
39594 39598 14
39594 48124 32
39595 39596 23
39595 35539 316
39595 48124 103
39596 39595 23
39596 39597 10
39596 39600 16
39597 5630 319
39597 5632 59
39597 39596 10
39598 1943 370
39598 17882 81
39598 39594 14
39598 39599 135
39599 2091 323
39599 39598 135
39599 39600 28
39600 39596 16
39600 39599 28
39600 39601 25
39600 39602 27
39601 5632 33
39601 39600 25
39601 39602 31
39602 39239 846
39602 39600 27
39602 39601 31
39603 39604 7
39603 39606 172
39603 1666 367
39604 39603 7
39604 39608 16
39604 40916 423
39604 45231 78
39605 2663 14
39605 39606 200
39605 36474 12
39605 48236 209
39606 39603 172
39606 39605 200
39606 39609 13
39606 42925 351
39607 39608 82
39607 39609 89
39607 40917 568
39608 39604 16
39608 39607 82
39608 435 236
39609 2663 198
39609 39329 532
39609 39606 13
39609 39607 89
39610 28096 433
39610 34851 11
39610 973 250
39611 37541 62
39611 37542 24
39611 38736 317
39612 31441 281
39612 35924 45
39612 35927 107
39612 37513 200
135 729 159
135 821 104
135 1113 212
136 44 71
136 192 73
136 43719 123
39613 15576 105
39613 922 54
39613 923 12
39614 29086 54
39615 9745 190
39616 12312 371
137 39357 835
137 37197 191
138 39356 633
138 42885 727
138 39042 357
139 140 120
139 352 117
139 579 230
139 35884 374
140 97 119
140 139 120
140 148 213
140 39888 25
141 33233 244
141 96 198
141 147 120
141 203 119
142 4310 106
142 30062 170
142 35044 257
142 1798 100
143 354 30
143 35165 251
143 38328 109
144 10254 130
144 24423 111
144 27965 115
144 45707 134
145 35183 126
145 35185 81
145 48764 62
146 5910 118
146 20043 189
146 147 504
146 48714 46
147 33228 245
147 141 120
147 146 504
147 1030 161
147 1031 188
148 140 213
148 203 46
148 579 83
148 38881 525
149 10786 264
149 43055 307
149 926 102
150 35027 113
150 45824 175
150 48362 131
39617 44390 51
39617 35886 157
39617 38872 31
39618 39427 114
39618 35108 32
39618 48347 13
39619 39620 13
39619 44595 291
39619 45859 16
39619 48385 34
39620 39619 13
39620 45859 15
39620 38187 142
39620 48384 83
39621 24872 104
39621 39622 43
39621 471 83
39622 15196 207
39622 39621 43
39622 471 62
39623 21083 163
39623 39624 32
39623 471 62
39624 24873 35
39624 39623 32
39624 471 73
34818 24322 165
34818 39434 91
34818 34819 19
34819 34818 19
34820 4114 223
151 17 193
151 231 130
151 43195 177
151 531 117
152 42410 15
152 42414 107
152 511 76
153 26964 42
153 305 137
153 378 76
154 40 40
154 488 128
154 510 56
155 28162 234
155 43364 177
155 47300 48
156 21 171
156 324 55
156 329 191
39625 17986 67
39625 39626 27
39625 35048 46
39626 39625 27
39626 35048 27
39626 1740 103
157 49195 37
157 49196 39
157 42828 131
157 1853 402
158 42821 265
158 42823 90
158 42826 135
158 955 83
159 11010 99
159 17167 114
159 19319 147
160 5983 242
160 13778 46
160 19319 224
160 44301 42
160 44386 226
161 2923 115
161 13566 113
161 41528 201
161 45924 86
162 2927 114
162 5165 155
162 16834 100
162 24082 96
163 171 509
163 39787 42
163 46073 93
164 5862 104
164 28276 207
164 29716 136
165 6987 91
165 18515 86
166 15822 102
166 48835 11
166 39065 7
167 47176 61
167 38298 32
167 48150 52
168 27482 76
168 33867 66
168 34944 265
169 6942 103
169 17830 303
169 48049 100
169 48320 8
170 17827 238
170 28447 119
170 32174 106
170 33866 102
171 163 509
171 34894 142
171 38556 505
172 9382 142
172 24851 149
172 173 153
172 48564 530
173 18240 201
173 172 153
173 41499 108
173 48823 132
39627 43057 380
39628 43057 564
39628 928 156
39628 37755 343
39629 20340 114
39630 26 914
39630 28370 783
39630 42884 346
39631 1080 1044
39631 35489 471
39632 42876 1662
39632 1342 988
39632 1517 194
39633 5255 122
39633 5256 127
39633 24168 165
39633 37909 128
39634 9289 99
39634 41909 113
39634 41910 189
39634 41911 95
39635 15865 177
39635 16883 263
39635 25384 46
39636 4029 147
39637 39638 319
39637 39950 111
39637 39956 55
39638 39637 319
39638 39644 56
39638 39645 51
39639 39640 80
39639 39711 337
39639 39712 91
39639 40398 41
39639 40399 38
39640 39639 80
39640 39641 73
39640 39968 326
39640 39969 179
39641 39640 73
39641 39642 37
39641 39973 322
39642 39641 37
39642 39643 38
39642 39965 174
39643 39642 38
39643 39644 70
39643 39967 321
39644 39638 56
39644 39643 70
39644 39956 318
39644 39957 176
39645 39638 51
39645 39646 60
39645 39951 160
39646 39645 60
39646 39647 71
39646 39950 300
39647 39646 71
39647 39648 50
39647 39944 200
39648 39647 50
39648 39649 54
39648 39759 262
39649 39648 54
39649 39756 53
39649 39760 290
39650 39651 50
39650 39714 209
39650 39757 54
39651 39650 50
39651 39652 106
39651 39715 253
39652 39651 106
39652 39653 107
39652 40417 261
39653 39652 107
39653 39654 107
39653 39726 265
39654 39653 107
39654 39655 100
39654 39974 98
39654 39976 266
39655 112 202
39655 39654 100
39655 39656 95
39655 39749 98
39656 39655 95
39656 39657 82
39656 40419 96
39656 40421 155
39657 39656 82
39657 39658 77
39657 40424 151
39658 39657 77
39658 39659 246
39658 40425 55
39659 24 91
39659 39658 246
39659 39660 130
39659 217 54
39660 39659 130
39660 39663 147
39660 40461 58
39660 40462 56
39661 39662 41
39661 39663 48
39661 40461 124
39662 39661 41
39662 39664 24
39662 39665 20
39663 39660 147
39663 39661 48
39663 39666 56
39663 39667 66
39664 39662 24
39664 39665 25
39664 48975 4
39665 39662 20
39665 39664 25
39665 39666 45
39666 39663 56
39666 39665 45
39666 40513 136
39667 39663 66
39667 40465 74
39667 40472 149
39668 17634 504
39668 39674 60
39668 39679 122
39669 39674 45
39669 39676 88
39669 39677 208
39670 39672 82
39670 39681 94
39670 39686 247
39670 46421 261
39671 32184 290
39671 39679 103
39671 39680 244
39671 39925 84
39672 7648 247
39672 7649 260
39672 39670 82
39672 39678 82
39673 14087 54
39673 19677 45
39674 39668 60
39674 39669 45
39674 39682 91
39675 14087 76
39676 4620 207
39676 19677 246
39676 39669 88
39677 4620 89
39677 39669 208
39677 40163 89
39678 2976 261
39678 39672 82
39678 39680 82
39678 39925 245
39679 4416 506
39679 39668 122
39679 39671 103
39680 39671 244
39680 39678 82
39680 40121 261
39681 17779 262
39681 39670 94
39681 39684 252
39682 23709 94
39682 39674 91
39682 39683 117
39682 40163 254
39683 39682 117
39684 17778 309
39684 39681 252
39684 39685 79
39684 39933 86
39685 3766 304
39685 39684 79
39685 39686 36
39686 7648 80
39686 39670 247
39686 39685 36
39687 39688 160
39687 39689 199
39687 48607 85
39688 25256 338
39688 39687 160
39688 39691 109
39688 40203 92
39689 39687 199
39690 5894 112
39690 6323 104
39690 6324 256
39690 40156 94
39691 39688 109
39691 40204 140
39691 4 158
39691 48606 220
39692 39799 635
39692 34967 411
39692 35680 429
39693 1935 376
39693 34963 666
39693 37799 497
39694 39695 65
39694 34967 307
39694 35680 290
39695 2214 433
39695 39694 65
39695 35681 172
39696 39697 437
39696 35683 367
39696 35684 846
39697 39696 437
39697 35680 760
39697 35681 233
39698 45011 490
39698 794 1005
39698 37803 475
39699 547 740
39699 1454 1217
39699 38604 512
39700 39846 567
39700 36396 420
39700 38315 246
39701 39845 547
39701 36428 214
39701 1798 297
39702 39811 318
39702 39813 738
39702 45012 471
39703 39845 460
39703 39853 58
39703 1726 244
39704 39846 470
39704 39851 225
39704 44440 189
39705 49269 588
39705 35262 374
39705 1343 620
39706 39880 318
39706 38880 710
39706 39004 858
39707 2043 274
39707 44759 175
39707 47209 568
39708 39901 335
39708 38360 608
39708 1855 644
39709 39710 276
39709 43312 341
39709 44810 487
39710 39709 276
39710 770 317
39710 44767 82
39711 30 97
39711 39639 337
39711 39968 77
39712 39639 91
39712 39761 92
39712 39971 104
39713 39762 92
39713 39970 204
39713 39971 46
39714 39650 209
39714 39755 102
39714 40021 280
39715 39651 253
39715 39758 107
39715 40417 102
39716 39718 1106
39716 41547 444
39716 34996 342
39717 39719 871
39717 41538 657
39717 48100 552
39718 39716 1106
39718 39727 18
39718 39820 364
39719 39717 871
39719 39819 332
39719 39821 67
39720 39821 730
39720 39823 307
39720 40064 72
39721 40064 353
39721 35415 770
39721 35417 425
39722 42968 391
39722 35430 733
39722 35431 191
39723 39197 500
39723 39792 350
39723 35413 1056
39724 433 162
39724 35365 732
39724 35370 574
39725 7864 319
39725 44762 206
39725 808 1047
39726 39653 265
39726 39976 105
39726 40417 107
39727 39718 18
39727 39822 359
39727 41533 685
39728 40146 554
39728 36422 1313
39729 39799 902
39729 6 444
39729 48077 399
39730 39731 110
39730 39732 536
39730 35795 251
39731 71 236
39731 39730 110
39731 35793 240
39732 39730 536
39732 35795 289
39732 38602 239
39733 39198 376
39733 39802 362
39733 35457 799
39734 39847 377
39734 39848 314
39734 36472 68
39735 35450 274
39735 36200 294
39735 36472 451
39736 2041 293
39736 34878 319
39736 44752 621
39737 110 428
39737 1015 1263
39737 35368 632
39738 794 153
39738 1 332
39739 39740 557
39739 37802 442
39739 6 1366
39740 39739 557
39740 36101 348
39740 36119 426
39741 44440 344
39741 1343 396
39741 38334 283
39742 241 115
39742 44766 682
39742 48784 357
39743 32710 6
39743 43705 101
39743 44071 76
39744 44081 158
39744 44084 45
39744 44834 83
39745 44113 221
39745 44115 24
39745 963 91
39746 33128 15
39747 39748 118
39747 34851 55
39747 44343 93
39748 39747 118
39748 44085 182
39749 39655 98
39749 39974 100
39749 40419 93
39750 39751 102
39750 40463 129
39750 40467 103
39751 39750 102
39751 39752 214
39751 40467 31
39751 40470 107
39752 87 222
39752 39751 214
39752 40460 109
39753 39754 152
39753 40298 287
39754 39753 152
39754 40302 336
39755 39714 102
39755 39756 240
39755 39759 103
39756 39649 53
39756 39755 240
39756 39757 52
39757 39650 54
39757 39756 52
39757 39758 266
39758 39715 107
39758 39757 266
39758 39760 113
39758 40416 297
39759 39648 262
39759 39755 103
39759 39950 115
39760 39649 290
39760 39758 113
39760 39946 137
39761 39712 92
39761 39762 160
39761 40391 57
39762 39713 92
39762 39761 160
39762 40388 223
39763 39764 85
39764 39763 85
39764 39765 109
39764 42428 96
39764 44335 29
39765 39764 109
39765 42416 33
39765 540 96
39766 6587 466
39767 16714 236
39768 39769 182
39768 39984 92
39768 39990 87
39769 39768 182
39769 39985 91
39769 39989 197
39769 39991 87
39770 39989 80
39771 16715 124
39772 11138 302
39773 40060 25
39774 40075 168
39775 40060 94
39775 40078 72
39775 40090 56
39776 40088 264
39777 40108 110
39777 40109 50
39777 199 93
39778 39779 103
39779 39778 103
39779 40096 90
39779 40101 32
39780 39781 177
39780 34865 92
39780 44059 84
39781 14402 85
39781 31211 205
39781 39780 177
39781 478 128
39782 39783 313
39782 769 149
39783 39782 313
39783 1585 91
39783 1 102
39784 794 271
39784 36786 566
39784 1604 1007
39785 9509 47
39785 39786 21
39785 35141 45
39786 39785 21
39786 34927 53
39786 38296 52
39787 34435 67
39787 163 42
39787 34894 406
39788 38296 453
39788 38596 274
39788 39005 772
39789 37280 447
39789 5 419
39789 39009 606
39790 28448 63
39790 37802 297
39790 38416 90
39791 28448 99
39791 36330 437
39791 36332 75
39792 39245 108
39792 39723 350
39792 39840 357
39793 36331 86
39793 38414 123
39793 38415 36
39794 39795 230
39794 39800 109
39794 38416 77
39795 39794 230
39795 36335 94
39795 36336 294
39796 39797 162
39796 36335 24
39796 39059 104
39797 39796 162
39797 39801 78
39797 36332 112
39798 2090 482
39798 34963 918
39798 38417 378
39799 49088 460
39799 39692 635
39799 39729 902
39800 9620 55
39800 39794 109
39800 36336 400
39801 9620 31
39801 39797 78
39801 36333 302
39802 1976 321
39802 26486 201
39802 39733 362
39802 871 133
39803 23829 50
39803 39804 296
39803 39805 335
39803 35795 112
39804 39803 296
39804 39805 629
39804 35678 146
39805 39803 335
39805 39804 629
39805 39806 191
39806 39805 191
39806 39807 42
39806 35684 178
39807 39806 42
39807 549 229
39807 35683 262
39808 39809 362
39808 548 256
39808 38602 16
39809 39808 362
39809 39810 147
39809 38601 174
39810 2225 181
39810 39809 147
39810 46888 244
39811 4928 132
39811 39702 318
39811 45980 132
39812 1919 109
39812 40747 113
39812 45962 47
39812 45963 30
39813 39702 738
39813 45040 261
39814 39815 166
39815 39814 166
39815 42606 118
39815 42760 115
39816 4346 176
39816 39818 104
39816 979 268
39817 18476 367
39817 39818 84
39817 991 256
39818 26327 37
39818 39816 104
39818 39817 84
39818 1065 256
39819 2014 39
39819 39719 332
39819 41746 67
39820 2015 34
39820 39718 364
39820 40888 67
39821 39719 67
39821 39720 730
39821 41768 331
39822 39727 359
39822 41531 42
39822 41539 59
39823 39720 307
39823 41530 52
39823 41552 151
39824 18100 26
39824 39825 11
39824 38052 399
39825 28952 77
39825 39824 11
39825 38481 408
39826 39831 804
39826 44405 357
39826 38052 11
39827 13021 53
39827 39828 40
39827 39829 97
39827 44405 23
39828 3431 229
39828 39827 40
39828 39831 400
39829 39827 97
39829 39830 78
39829 542 302
39830 28948 276
39830 39829 78
39830 774 186
39831 39826 804
39831 39828 400
39831 39832 71
39832 39831 71
39832 36811 455
39832 8 626
39833 27647 50
39833 39349 943
39833 35431 490
39833 1650 88
39834 39835 71
39834 38597 244
39834 49026 273
39835 39834 71
39835 39838 299
39835 36809 251
39836 39837 12
39836 36810 319
39836 36811 56
39837 39836 12
39837 41850 67
39837 1683 35
39838 2147 255
39838 39835 299
39838 39839 99
39839 28945 167
39839 39838 99
39839 41925 90
39839 1683 63
39840 2047 120
39840 9611 186
39840 39792 357
39840 42809 67
39841 22803 113
39841 44226 94
39841 35087 439
39841 35088 65
39842 1978 365
39842 36812 163
39842 38888 553
39843 4932 200
39843 4933 224
39843 12546 100
39843 45012 357
39844 1939 25
39844 6802 190
39844 24352 123
39844 36230 309
39845 39701 547
39845 39703 460
39845 1726 225
39846 39700 567
39846 39704 470
39846 1796 260
39847 39197 1165
39847 39734 377
39847 36228 316
39848 2050 21
39848 39734 314
39848 39850 28
39849 366 94
39849 37140 327
39849 9 678
39850 2050 29
39850 28019 99
39850 39848 28
39851 39704 225
39851 35379 86
39851 1726 79
39852 1934 176
39852 45264 52
39852 38877 333
39853 2111 174
39853 39703 58
39853 188 41
39854 2111 167
39854 39856 113
39854 188 196
39855 39863 351
39855 36195 137
39855 36438 91
39856 39854 113
39856 44441 292
39856 1343 111
39857 35168 225
39857 35171 14
39857 1795 46
39858 39866 220
39858 44389 191
39858 36200 184
39859 39862 290
39859 39865 281
39859 35169 105
39860 39861 269
39860 39864 102
39860 36199 424
39861 39860 269
39861 35078 163
39861 36681 76
39862 39859 290
39862 35144 191
39862 35172 51
39863 39855 351
39863 39866 58
39863 44388 441
39864 39860 102
39864 35092 98
39864 35885 191
39865 39859 281
39865 35144 65
39865 36692 74
39866 39858 220
39866 39863 58
39866 39871 308
39867 39868 80
39867 35182 65
39867 1680 38
39868 39867 80
39868 35182 48
39868 35183 103
39869 39872 176
39869 39876 342
39869 35184 89
39870 35258 141
39870 37141 500
39870 38885 273
39871 39866 308
39871 39875 206
39871 35078 272
39872 39869 176
39872 44446 79
39872 36471 84
39873 39875 191
39873 1702 76
39873 1703 125
39874 131 204
39874 35885 349
39874 38872 321
39875 39871 206
39875 39873 191
39875 1803 63
39876 39869 342
39876 1027 375
39876 1444 23
39877 44735 241
39877 35199 179
39877 1444 133
39878 44735 234
39878 35200 306
39878 39050 23
39879 131 206
39879 38875 319
39879 38876 648
39880 39706 318
39880 35202 487
